image_name,contains_tiny,contains_small,contains_regular,tiny_instances,small_instances,regular_instances,target_instances
9999938_00000_d_0000197.jpg,1,1,1,14,40,2,56
9999938_00000_d_0000198.jpg,1,1,1,14,22,2,38
9999938_00000_d_0000199.jpg,1,1,1,20,16,4,40
9999938_00000_d_0000200.jpg,1,1,1,37,13,1,51
9999938_00000_d_0000201.jpg,1,1,1,8,10,2,20
9999938_00000_d_0000202.jpg,1,1,0,66,4,0,70
9999938_00000_d_0000203.jpg,1,1,1,30,27,2,59
9999938_00000_d_0000204.jpg,1,1,1,40,11,2,53
9999938_00000_d_0000205.jpg,1,1,0,297,6,0,303
9999938_00000_d_0000206.jpg,1,1,0,213,7,0,220
9999938_00000_d_0000207.jpg,1,1,1,451,8,2,461
9999938_00000_d_0000208.jpg,1,1,1,386,12,2,400
9999938_00000_d_0000209.jpg,1,1,1,191,19,2,212
9999938_00000_d_0000210.jpg,1,1,1,342,26,1,369
9999938_00000_d_0000211.jpg,1,1,1,268,15,3,286
9999938_00000_d_0000212.jpg,1,1,0,297,22,0,319
9999938_00000_d_0000213.jpg,1,1,0,289,40,0,329
9999938_00000_d_0000214.jpg,1,1,1,160,39,2,201
9999938_00000_d_0000215.jpg,1,1,1,180,29,1,210
9999938_00000_d_0000216.jpg,1,1,1,263,20,1,284
9999938_00000_d_0000217.jpg,1,1,1,308,24,1,333
9999938_00000_d_0000218.jpg,1,1,1,226,28,1,255
9999938_00000_d_0000219.jpg,1,1,0,180,9,0,189
9999938_00000_d_0000220.jpg,1,1,1,202,4,2,208
9999938_00000_d_0000221.jpg,1,1,1,86,3,1,90
9999938_00000_d_0000222.jpg,1,1,1,44,9,1,54
9999938_00000_d_0000223.jpg,1,1,0,32,6,0,38
9999938_00000_d_0000224.jpg,1,1,0,34,1,0,35
9999938_00000_d_0000225.jpg,1,1,0,31,3,0,34
9999938_00000_d_0000226.jpg,1,1,0,46,4,0,50
9999938_00000_d_0000227.jpg,1,1,0,64,1,0,65
9999938_00000_d_0000228.jpg,1,1,0,103,2,0,105
9999938_00000_d_0000229.jpg,1,1,1,17,15,1,33
9999938_00000_d_0000230.jpg,1,1,0,27,17,0,44
9999938_00000_d_0000231.jpg,1,1,0,40,25,0,65
9999938_00000_d_0000232.jpg,1,1,0,34,33,0,67
9999938_00000_d_0000233.jpg,1,1,0,21,27,0,48
9999938_00000_d_0000234.jpg,1,1,0,41,28,0,69
9999938_00000_d_0000235.jpg,1,1,1,63,8,1,72
9999938_00000_d_0000236.jpg,1,1,1,71,5,2,78
9999938_00000_d_0000237.jpg,1,1,0,23,25,0,48
9999938_00000_d_0000238.jpg,1,1,1,21,6,2,29
9999938_00000_d_0000239.jpg,1,1,0,89,2,0,91
9999938_00000_d_0000240.jpg,1,1,1,23,15,2,40
9999938_00000_d_0000241.jpg,1,1,1,15,9,1,25
9999938_00000_d_0000242.jpg,1,1,1,9,15,1,25
9999938_00000_d_0000243.jpg,1,1,1,18,12,1,31
9999938_00000_d_0000244.jpg,1,1,1,18,24,5,47
9999938_00000_d_0000245.jpg,1,1,1,27,23,7,57
9999938_00000_d_0000246.jpg,1,1,1,14,13,3,30
9999938_00000_d_0000247.jpg,1,0,0,132,0,0,132
9999938_00000_d_0000248.jpg,1,1,1,14,24,2,40
9999938_00000_d_0000249.jpg,1,1,1,3,22,7,32
9999938_00000_d_0000250.jpg,1,1,1,8,18,3,29
9999938_00000_d_0000251.jpg,1,1,1,16,12,1,29
9999938_00000_d_0000252.jpg,1,1,0,19,1,0,20
9999938_00000_d_0000253.jpg,1,1,0,47,5,0,52
9999938_00000_d_0000254.jpg,1,0,0,51,0,0,51
9999938_00000_d_0000255.jpg,1,1,0,12,4,0,16
9999938_00000_d_0000256.jpg,1,1,0,37,5,0,42
9999938_00000_d_0000257.jpg,1,1,1,39,18,1,58
9999938_00000_d_0000258.jpg,1,1,0,55,12,0,67
9999938_00000_d_0000259.jpg,1,1,0,21,13,0,34
9999938_00000_d_0000260.jpg,1,1,1,47,7,1,55
9999938_00000_d_0000261.jpg,1,1,0,8,11,0,19
9999938_00000_d_0000262.jpg,1,1,0,31,8,0,39
9999938_00000_d_0000263.jpg,1,1,1,19,1,9,29
9999938_00000_d_0000264.jpg,1,1,1,7,4,8,19
9999938_00000_d_0000265.jpg,1,1,0,31,16,0,47
9999938_00000_d_0000266.jpg,1,1,0,23,9,0,32
9999938_00000_d_0000267.jpg,1,1,1,15,5,1,21
9999938_00000_d_0000268.jpg,1,1,0,21,16,0,37
9999938_00000_d_0000269.jpg,1,1,1,21,4,2,27
9999938_00000_d_0000270.jpg,1,1,0,13,15,0,28
9999938_00000_d_0000271.jpg,1,1,0,15,25,0,40
9999938_00000_d_0000272.jpg,1,1,0,18,15,0,33
9999938_00000_d_0000273.jpg,1,1,0,31,8,0,39
9999938_00000_d_0000274.jpg,1,1,0,33,6,0,39
9999938_00000_d_0000275.jpg,1,1,0,30,4,0,34
9999938_00000_d_0000276.jpg,1,1,0,19,6,0,25
9999938_00000_d_0000277.jpg,1,1,0,23,3,0,26
9999938_00000_d_0000278.jpg,1,1,0,38,8,0,46
9999938_00000_d_0000279.jpg,1,1,0,68,5,0,73
9999938_00000_d_0000280.jpg,1,0,0,34,0,0,34
9999938_00000_d_0000281.jpg,1,1,0,39,8,0,47
9999938_00000_d_0000282.jpg,1,1,1,24,17,1,42
9999938_00000_d_0000283.jpg,1,1,0,35,8,0,43
9999938_00000_d_0000284.jpg,1,1,0,47,2,0,49
9999938_00000_d_0000285.jpg,1,1,0,17,11,0,28
9999938_00000_d_0000286.jpg,1,1,0,29,2,0,31
9999938_00000_d_0000287.jpg,1,1,0,29,4,0,33
9999938_00000_d_0000288.jpg,1,1,0,33,4,0,37
9999938_00000_d_0000289.jpg,1,1,0,32,9,0,41
9999938_00000_d_0000290.jpg,1,1,0,55,4,0,59
9999938_00000_d_0000291.jpg,1,1,1,25,1,1,27
9999938_00000_d_0000292.jpg,1,1,0,25,5,0,30
9999938_00000_d_0000293.jpg,1,1,0,23,10,0,33
9999938_00000_d_0000294.jpg,1,1,0,1,14,0,15
9999938_00000_d_0000295.jpg,1,1,1,11,12,1,24
9999938_00000_d_0000296.jpg,1,1,1,36,6,1,43
9999938_00000_d_0000297.jpg,1,1,0,20,3,0,23
9999938_00000_d_0000298.jpg,1,1,0,51,5,0,56
9999938_00000_d_0000299.jpg,1,1,1,13,15,1,29
9999938_00000_d_0000300.jpg,1,1,0,108,1,0,109
9999938_00000_d_0000301.jpg,1,1,0,32,7,0,39
9999938_00000_d_0000302.jpg,1,1,0,9,17,0,26
9999938_00000_d_0000303.jpg,1,1,1,10,8,1,19
9999938_00000_d_0000304.jpg,1,1,1,1,9,1,11
9999938_00000_d_0000305.jpg,1,1,1,2,7,2,11
9999938_00000_d_0000306.jpg,1,1,1,14,9,1,24
9999938_00000_d_0000307.jpg,1,1,0,5,9,0,14
9999938_00000_d_0000308.jpg,1,1,1,28,8,2,38
9999938_00000_d_0000309.jpg,1,1,0,3,5,0,8
9999938_00000_d_0000310.jpg,1,1,1,34,19,1,54
9999938_00000_d_0000311.jpg,1,1,1,30,26,3,59
9999938_00000_d_0000312.jpg,1,1,1,53,9,1,63
9999938_00000_d_0000313.jpg,1,1,1,42,11,1,54
9999938_00000_d_0000314.jpg,1,1,1,28,8,2,38
9999938_00000_d_0000315.jpg,1,1,1,14,6,1,21
9999938_00000_d_0000316.jpg,1,1,0,22,6,0,28
9999938_00000_d_0000317.jpg,1,1,1,17,7,1,25
9999938_00000_d_0000318.jpg,1,1,1,15,8,1,24
9999938_00000_d_0000319.jpg,1,1,0,18,6,0,24
9999938_00000_d_0000320.jpg,1,1,1,12,7,3,22
9999938_00000_d_0000321.jpg,1,1,1,13,9,2,24
9999938_00000_d_0000322.jpg,0,1,1,0,7,2,9
9999938_00000_d_0000323.jpg,1,1,1,26,10,2,38
9999938_00000_d_0000324.jpg,1,1,1,38,20,2,60
9999938_00000_d_0000325.jpg,1,1,1,40,18,2,60
9999938_00000_d_0000326.jpg,1,1,1,29,23,2,54
9999938_00000_d_0000327.jpg,1,1,1,39,17,4,60
9999938_00000_d_0000328.jpg,1,1,1,24,8,3,35
9999938_00000_d_0000329.jpg,1,1,1,5,5,3,13
9999938_00000_d_0000330.jpg,1,1,1,30,5,2,37
9999938_00000_d_0000331.jpg,1,1,0,44,2,0,46
9999938_00000_d_0000332.jpg,1,1,1,32,15,2,49
9999938_00000_d_0000333.jpg,1,1,1,2,2,2,6
9999938_00000_d_0000334.jpg,1,1,1,14,15,1,30
9999938_00000_d_0000335.jpg,1,1,1,25,12,1,38
9999938_00000_d_0000336.jpg,1,1,1,13,9,2,24
9999938_00000_d_0000337.jpg,1,1,1,39,5,1,45
9999938_00000_d_0000338.jpg,1,1,0,3,11,0,14
9999938_00000_d_0000339.jpg,1,1,1,3,3,6,12
9999938_00000_d_0000340.jpg,1,1,1,7,9,2,18
9999938_00000_d_0000341.jpg,1,1,1,9,9,4,22
9999938_00000_d_0000342.jpg,1,1,1,11,8,3,22
9999938_00000_d_0000343.jpg,1,1,1,2,6,4,12
9999938_00000_d_0000344.jpg,1,1,0,6,10,0,16
9999938_00000_d_0000345.jpg,1,1,0,25,7,0,32
9999938_00000_d_0000346.jpg,1,1,1,7,7,6,20
9999938_00000_d_0000347.jpg,1,1,1,1,2,3,6
9999938_00000_d_0000348.jpg,1,1,1,13,8,1,22
9999938_00000_d_0000349.jpg,1,1,0,28,7,0,35
9999938_00000_d_0000350.jpg,1,1,1,42,9,1,52
9999938_00000_d_0000351.jpg,1,1,0,3,15,0,18
9999938_00000_d_0000352.jpg,1,1,0,23,16,0,39
9999938_00000_d_0000353.jpg,1,1,0,29,9,0,38
9999938_00000_d_0000354.jpg,1,1,1,3,20,1,24
9999938_00000_d_0000355.jpg,1,1,1,50,6,2,58
9999938_00000_d_0000356.jpg,1,1,0,31,8,0,39
9999938_00000_d_0000357.jpg,1,1,0,34,4,0,38
9999938_00000_d_0000358.jpg,1,1,0,34,9,0,43
9999938_00000_d_0000359.jpg,1,1,1,3,17,1,21
9999938_00000_d_0000360.jpg,1,1,1,4,19,2,25
9999938_00000_d_0000361.jpg,1,1,1,3,27,1,31
9999938_00000_d_0000362.jpg,1,1,1,15,12,1,28
9999938_00000_d_0000363.jpg,1,1,0,35,8,0,43
9999938_00000_d_0000364.jpg,1,1,0,11,13,0,24
9999938_00000_d_0000365.jpg,1,1,0,2,17,0,19
9999938_00000_d_0000366.jpg,1,1,0,6,7,0,13
9999938_00000_d_0000367.jpg,1,1,1,3,21,2,26
9999938_00000_d_0000368.jpg,1,1,0,3,20,0,23
9999938_00000_d_0000369.jpg,1,1,0,40,4,0,44
9999938_00000_d_0000370.jpg,1,1,1,15,18,4,37
9999938_00000_d_0000371.jpg,1,1,0,25,8,0,33
9999938_00000_d_0000372.jpg,1,1,1,39,11,1,51
9999938_00000_d_0000373.jpg,1,1,0,63,2,0,65
9999938_00000_d_0000374.jpg,1,1,0,70,1,0,71
9999938_00000_d_0000375.jpg,1,1,0,45,1,0,46
9999938_00000_d_0000376.jpg,1,1,0,54,1,0,55
9999938_00000_d_0000377.jpg,1,1,0,46,1,0,47
9999938_00000_d_0000378.jpg,1,1,0,62,2,0,64
9999938_00000_d_0000379.jpg,1,1,0,59,4,0,63
9999938_00000_d_0000380.jpg,1,1,0,51,1,0,52
9999938_00000_d_0000381.jpg,1,1,0,28,6,0,34
9999938_00000_d_0000382.jpg,1,1,1,38,6,1,45
9999938_00000_d_0000383.jpg,1,1,0,49,2,0,51
9999938_00000_d_0000384.jpg,1,1,0,48,3,0,51
9999938_00000_d_0000385.jpg,1,1,0,29,1,0,30
9999938_00000_d_0000386.jpg,1,0,0,48,0,0,48
9999938_00000_d_0000387.jpg,1,1,0,37,2,0,39
9999938_00000_d_0000388.jpg,1,0,0,37,0,0,37
9999938_00000_d_0000389.jpg,1,1,0,39,1,0,40
9999938_00000_d_0000390.jpg,1,0,0,44,0,0,44
9999938_00000_d_0000391.jpg,1,1,0,39,3,0,42
9999938_00000_d_0000392.jpg,1,1,0,41,1,0,42
9999938_00000_d_0000393.jpg,1,1,0,39,4,0,43
9999938_00000_d_0000394.jpg,1,0,0,18,0,0,18
9999938_00000_d_0000395.jpg,1,1,0,35,2,0,37
9999938_00000_d_0000396.jpg,1,1,0,35,3,0,38
9999938_00000_d_0000397.jpg,1,1,0,35,3,0,38
9999938_00000_d_0000398.jpg,1,1,0,24,4,0,28
9999938_00000_d_0000399.jpg,1,1,0,26,1,0,27
9999938_00000_d_0000400.jpg,1,1,0,62,1,0,63
9999938_00000_d_0000401.jpg,1,1,0,32,5,0,37
9999938_00000_d_0000402.jpg,1,1,0,41,6,0,47
9999938_00000_d_0000403.jpg,1,1,0,26,1,0,27
9999938_00000_d_0000404.jpg,1,1,0,40,3,0,43
9999938_00000_d_0000405.jpg,1,1,0,17,6,0,23
9999938_00000_d_0000406.jpg,1,1,1,10,4,1,15
9999938_00000_d_0000407.jpg,1,1,1,25,2,1,28
9999938_00000_d_0000408.jpg,1,1,1,17,7,4,28
9999938_00000_d_0000409.jpg,1,1,0,18,6,0,24
9999938_00000_d_0000410.jpg,1,1,1,12,10,2,24
9999938_00000_d_0000411.jpg,1,1,1,21,4,2,27
9999938_00000_d_0000412.jpg,1,1,1,12,6,5,23
9999938_00000_d_0000413.jpg,1,1,0,21,2,0,23
9999938_00000_d_0000414.jpg,1,1,1,17,15,4,36
9999938_00000_d_0000415.jpg,1,1,0,24,11,0,35
9999938_00000_d_0000416.jpg,1,0,0,28,0,0,28
9999938_00000_d_0000417.jpg,1,1,0,15,4,0,19
9999938_00000_d_0000418.jpg,1,1,0,19,7,0,26
9999938_00000_d_0000419.jpg,1,1,0,17,7,0,24
9999938_00000_d_0000420.jpg,1,1,0,17,5,0,22
9999938_00000_d_0000421.jpg,1,1,0,10,4,0,14
9999938_00000_d_0000422.jpg,1,1,0,26,4,0,30
9999938_00000_d_0000423.jpg,1,1,0,39,1,0,40
9999938_00000_d_0000424.jpg,1,1,0,22,3,0,25
9999938_00000_d_0000425.jpg,1,1,0,30,4,0,34
9999938_00000_d_0000426.jpg,1,1,0,32,3,0,35
9999938_00000_d_0000427.jpg,1,1,0,23,4,0,27
9999938_00000_d_0000428.jpg,1,1,0,33,7,0,40
9999938_00000_d_0000429.jpg,1,1,0,29,1,0,30
9999938_00000_d_0000430.jpg,1,1,0,42,3,0,45
9999938_00000_d_0000431.jpg,1,1,0,28,4,0,32
9999938_00000_d_0000432.jpg,1,1,1,8,15,1,24
9999938_00000_d_0000433.jpg,1,1,0,7,6,0,13
9999938_00000_d_0000434.jpg,1,1,0,11,5,0,16
9999938_00000_d_0000435.jpg,1,1,0,14,5,0,19
9999938_00000_d_0000436.jpg,1,1,0,18,4,0,22
9999938_00000_d_0000437.jpg,1,1,0,49,2,0,51
9999938_00000_d_0000438.jpg,0,1,1,0,6,1,7
9999938_00000_d_0000439.jpg,1,1,1,1,10,1,12
9999938_00000_d_0000440.jpg,0,1,0,0,7,0,7
9999938_00000_d_0000441.jpg,1,1,0,6,4,0,10
9999938_00000_d_0000442.jpg,0,1,1,0,7,1,8
9999938_00000_d_0000443.jpg,1,1,0,7,8,0,15
9999938_00000_d_0000444.jpg,1,1,0,18,9,0,27
9999938_00000_d_0000445.jpg,1,1,0,10,7,0,17
9999938_00000_d_0000446.jpg,1,1,1,9,6,1,16
9999938_00000_d_0000447.jpg,1,1,0,22,14,0,36
9999938_00000_d_0000448.jpg,0,1,1,0,10,1,11
9999938_00000_d_0000449.jpg,1,1,0,2,5,0,7
9999938_00000_d_0000450.jpg,0,1,0,0,7,0,7
9999938_00000_d_0000451.jpg,1,1,0,1,11,0,12
9999938_00000_d_0000452.jpg,1,1,0,2,14,0,16
9999938_00000_d_0000453.jpg,1,1,1,10,7,1,18
9999938_00000_d_0000454.jpg,1,1,0,7,6,0,13
9999938_00000_d_0000455.jpg,1,1,0,11,1,0,12
9999938_00000_d_0000456.jpg,1,1,0,11,3,0,14
9999938_00000_d_0000457.jpg,1,1,0,68,2,0,70
9999938_00000_d_0000458.jpg,0,1,1,0,12,1,13
9999938_00000_d_0000459.jpg,1,1,1,4,11,1,16
9999938_00000_d_0000460.jpg,1,1,1,4,12,1,17
9999938_00000_d_0000461.jpg,0,1,0,0,18,0,18
9999938_00000_d_0000462.jpg,0,1,1,0,17,1,18
9999938_00000_d_0000463.jpg,1,1,0,7,7,0,14
9999938_00000_d_0000464.jpg,1,1,0,26,7,0,33
9999938_00000_d_0000465.jpg,1,1,0,1,17,0,18
9999938_00000_d_0000466.jpg,0,1,1,0,12,2,14
9999938_00000_d_0000467.jpg,0,1,1,0,12,1,13
9999938_00000_d_0000468.jpg,0,1,1,0,19,2,21
9999938_00000_d_0000469.jpg,0,1,0,0,14,0,14
9999938_00000_d_0000470.jpg,1,1,0,8,10,0,18
9999938_00000_d_0000471.jpg,1,1,0,11,14,0,25
9999938_00000_d_0000472.jpg,1,1,0,18,12,0,30
9999938_00000_d_0000473.jpg,1,1,0,2,15,0,17
9999938_00000_d_0000474.jpg,1,1,0,4,10,0,14
9999938_00000_d_0000475.jpg,1,1,0,12,17,0,29
9999938_00000_d_0000476.jpg,1,1,1,10,6,1,17
9999938_00000_d_0000477.jpg,0,1,1,0,11,1,12
9999938_00000_d_0000478.jpg,1,1,1,6,5,1,12
9999938_00000_d_0000479.jpg,1,1,1,10,8,1,19
9999938_00000_d_0000480.jpg,1,1,1,22,7,1,30
9999938_00000_d_0000481.jpg,0,1,1,0,18,1,19
9999938_00000_d_0000482.jpg,1,1,1,11,9,1,21
9999938_00000_d_0000483.jpg,1,1,1,7,10,1,18
9999938_00000_d_0000484.jpg,1,1,1,9,8,1,18
9999938_00000_d_0000485.jpg,1,1,1,8,7,2,17
9999938_00000_d_0000486.jpg,1,1,1,9,3,2,14
9999938_00000_d_0000487.jpg,0,1,1,0,17,1,18
9999938_00000_d_0000488.jpg,1,1,1,5,9,1,15
9999938_00000_d_0000489.jpg,1,1,0,10,4,0,14
9999938_00000_d_0000490.jpg,1,1,0,25,3,0,28
9999938_00000_d_0000491.jpg,1,1,0,12,12,0,24
9999938_00000_d_0000492.jpg,1,1,1,25,10,1,36
9999938_00000_d_0000493.jpg,1,1,1,30,17,1,48
9999938_00000_d_0000494.jpg,1,1,1,87,8,4,99
9999938_00000_d_0000495.jpg,1,1,1,2,12,4,18
9999938_00000_d_0000496.jpg,1,1,1,22,16,5,43
9999938_00000_d_0000497.jpg,1,1,1,10,28,5,43
9999938_00000_d_0000498.jpg,1,1,1,2,31,5,38
9999938_00000_d_0000499.jpg,0,1,1,0,26,5,31
9999938_00000_d_0000500.jpg,1,1,1,1,14,3,18
9999938_00000_d_0000501.jpg,1,1,0,3,8,0,11
9999938_00000_d_0000502.jpg,1,1,0,7,6,0,13
9999938_00000_d_0000503.jpg,1,1,0,7,5,0,12
9999938_00000_d_0000504.jpg,1,1,1,2,11,1,14
9999938_00000_d_0000505.jpg,1,1,0,3,7,0,10
9999938_00000_d_0000506.jpg,1,1,0,4,10,0,14
9999938_00000_d_0000507.jpg,1,1,0,4,10,0,14
9999938_00000_d_0000508.jpg,1,1,0,8,6,0,14
9999938_00000_d_0000509.jpg,0,1,1,0,9,4,13
9999938_00000_d_0000510.jpg,0,1,1,0,13,2,15
9999938_00000_d_0000511.jpg,0,1,0,0,7,0,7
9999938_00000_d_0000512.jpg,0,1,1,0,2,11,13
9999938_00000_d_0000513.jpg,0,1,1,0,3,6,9
9999938_00000_d_0000514.jpg,0,1,1,0,8,2,10
9999938_00000_d_0000515.jpg,0,1,1,0,1,6,7
9999938_00000_d_0000516.jpg,0,0,1,0,0,5,5
9999941_00000_d_0000001.jpg,1,1,0,33,22,0,55
9999941_00000_d_0000002.jpg,1,1,1,25,19,1,45
9999941_00000_d_0000003.jpg,1,1,0,48,11,0,59
9999941_00000_d_0000004.jpg,1,1,0,11,22,0,33
9999941_00000_d_0000005.jpg,1,1,0,44,1,0,45
9999941_00000_d_0000006.jpg,1,1,0,12,2,0,14
9999941_00000_d_0000007.jpg,1,1,0,47,5,0,52
9999941_00000_d_0000008.jpg,1,1,0,61,1,0,62
9999941_00000_d_0000009.jpg,1,1,1,22,2,1,25
9999941_00000_d_0000010.jpg,1,1,1,21,6,1,28
9999941_00000_d_0000011.jpg,1,1,1,34,6,3,43
9999941_00000_d_0000012.jpg,1,1,0,24,4,0,28
9999941_00000_d_0000013.jpg,1,1,0,14,7,0,21
9999941_00000_d_0000014.jpg,1,1,1,42,7,2,51
9999941_00000_d_0000015.jpg,1,1,1,39,5,3,47
9999941_00000_d_0000016.jpg,1,0,0,30,0,0,30
9999941_00000_d_0000017.jpg,1,0,1,8,0,1,9
9999941_00000_d_0000018.jpg,1,1,1,15,2,2,19
9999941_00000_d_0000019.jpg,1,1,1,23,12,2,37
9999941_00000_d_0000020.jpg,1,1,1,42,4,1,47
9999941_00000_d_0000021.jpg,1,1,0,48,2,0,50
9999941_00000_d_0000022.jpg,1,0,0,36,0,0,36
9999941_00000_d_0000023.jpg,1,1,1,79,4,1,84
9999941_00000_d_0000024.jpg,1,1,1,20,9,1,30
9999941_00000_d_0000025.jpg,1,1,0,28,8,0,36
9999941_00000_d_0000026.jpg,1,1,0,36,1,0,37
9999941_00000_d_0000027.jpg,1,1,0,66,10,0,76
9999941_00000_d_0000028.jpg,1,1,0,19,4,0,23
9999941_00000_d_0000029.jpg,1,1,0,41,2,0,43
9999941_00000_d_0000030.jpg,1,1,1,28,3,3,34
9999941_00000_d_0000031.jpg,1,1,1,37,1,2,40
9999941_00000_d_0000032.jpg,1,1,1,3,19,5,27
9999941_00000_d_0000033.jpg,1,1,1,8,16,3,27
9999941_00000_d_0000034.jpg,1,1,1,3,20,9,32
9999941_00000_d_0000035.jpg,1,1,1,3,11,15,29
9999944_00000_d_0000001.jpg,1,1,1,2,9,9,20
9999944_00000_d_0000002.jpg,1,1,0,32,1,0,33
9999944_00000_d_0000003.jpg,1,0,1,23,0,3,26
9999944_00000_d_0000004.jpg,1,1,1,14,5,1,20
9999947_00000_d_0000001.jpg,1,1,0,39,1,0,40
9999947_00000_d_0000002.jpg,1,0,0,33,0,0,33
9999947_00000_d_0000003.jpg,1,1,1,108,28,4,140
9999947_00000_d_0000004.jpg,1,1,1,6,40,7,53
9999947_00000_d_0000005.jpg,1,1,1,100,32,4,136
9999947_00000_d_0000006.jpg,1,1,1,69,10,7,86
9999947_00000_d_0000007.jpg,1,1,1,125,20,3,148
9999947_00000_d_0000008.jpg,1,1,1,96,32,16,144
9999947_00000_d_0000009.jpg,1,1,1,38,12,5,55
9999947_00000_d_0000010.jpg,1,1,1,131,9,6,146
9999947_00000_d_0000011.jpg,1,1,0,90,15,0,105
9999947_00000_d_0000012.jpg,1,1,1,88,11,1,100
9999947_00000_d_0000013.jpg,1,1,1,89,32,1,122
9999947_00000_d_0000014.jpg,1,1,1,175,19,3,197
9999947_00000_d_0000015.jpg,1,1,1,50,3,15,68
9999947_00000_d_0000016.jpg,1,1,1,131,29,10,170
9999947_00000_d_0000017.jpg,1,1,1,45,8,5,58
9999947_00000_d_0000018.jpg,1,1,1,92,6,4,102
9999947_00000_d_0000019.jpg,1,1,1,118,34,4,156
9999947_00000_d_0000020.jpg,1,1,1,152,44,5,201
9999947_00000_d_0000021.jpg,1,1,1,195,32,2,229
9999947_00000_d_0000022.jpg,1,1,1,43,1,15,59
9999947_00000_d_0000023.jpg,1,1,1,86,16,11,113
9999947_00000_d_0000024.jpg,1,1,1,148,13,3,164
9999947_00000_d_0000025.jpg,1,1,1,144,15,5,164
9999947_00000_d_0000026.jpg,1,1,1,74,5,2,81
9999947_00000_d_0000027.jpg,1,0,0,41,0,0,41
9999952_00000_d_0000001.jpg,1,1,1,48,14,4,66
9999952_00000_d_0000002.jpg,1,1,1,78,11,5,94
9999952_00000_d_0000003.jpg,1,1,1,32,10,5,47
9999952_00000_d_0000004.jpg,1,1,1,45,6,1,52
9999952_00000_d_0000005.jpg,1,1,1,7,4,4,15
9999952_00000_d_0000006.jpg,0,1,1,0,3,4,7
9999952_00000_d_0000007.jpg,1,1,1,15,8,3,26
9999952_00000_d_0000008.jpg,1,1,1,30,22,2,54
9999952_00000_d_0000009.jpg,1,1,1,32,16,6,54
9999952_00000_d_0000010.jpg,1,0,1,9,0,11,20
9999952_00000_d_0000011.jpg,1,1,1,11,2,3,16
9999952_00000_d_0000012.jpg,1,1,1,24,7,2,33
9999952_00000_d_0000013.jpg,1,1,0,45,3,0,48
9999952_00000_d_0000014.jpg,1,1,1,31,27,3,61
9999952_00000_d_0000015.jpg,1,1,1,10,7,4,21
9999952_00000_d_0000016.jpg,1,1,0,10,4,0,14
9999952_00000_d_0000017.jpg,1,1,1,6,2,1,9
9999952_00000_d_0000018.jpg,1,1,1,22,7,1,30
9999952_00000_d_0000019.jpg,1,1,1,34,1,1,36
9999952_00000_d_0000020.jpg,1,1,1,25,4,1,30
9999952_00000_d_0000021.jpg,1,1,0,22,9,0,31
9999952_00000_d_0000022.jpg,1,1,1,4,7,2,13
9999952_00000_d_0000023.jpg,1,1,0,20,3,0,23
9999952_00000_d_0000024.jpg,1,1,1,21,5,1,27
9999952_00000_d_0000025.jpg,1,1,0,33,1,0,34
9999952_00000_d_0000026.jpg,1,1,0,14,1,0,15
9999952_00000_d_0000027.jpg,1,0,1,5,0,1,6
9999952_00000_d_0000028.jpg,1,0,1,5,0,3,8
9999952_00000_d_0000029.jpg,1,1,1,20,2,2,24
9999952_00000_d_0000030.jpg,1,1,0,15,4,0,19
9999952_00000_d_0000031.jpg,1,1,0,19,4,0,23
9999952_00000_d_0000032.jpg,1,1,1,10,4,1,15
9999952_00000_d_0000033.jpg,1,1,0,16,4,0,20
9999952_00000_d_0000034.jpg,1,1,0,31,2,0,33
9999952_00000_d_0000035.jpg,1,1,0,37,4,0,41
9999952_00000_d_0000036.jpg,1,1,0,23,2,0,25
9999952_00000_d_0000037.jpg,1,1,1,5,1,1,7
9999952_00000_d_0000038.jpg,1,1,0,31,4,0,35
9999952_00000_d_0000039.jpg,1,1,1,38,4,1,43
9999952_00000_d_0000040.jpg,1,1,1,26,7,1,34
9999952_00000_d_0000041.jpg,1,1,0,30,7,0,37
9999952_00000_d_0000042.jpg,1,1,0,39,4,0,43
9999952_00000_d_0000043.jpg,1,1,1,83,4,1,88
9999952_00000_d_0000044.jpg,1,1,1,79,12,2,93
9999952_00000_d_0000045.jpg,1,1,1,33,33,2,68
9999952_00000_d_0000046.jpg,1,1,1,29,26,2,57
9999952_00000_d_0000047.jpg,1,1,1,2,53,3,58
9999952_00000_d_0000048.jpg,1,1,1,12,46,3,61
9999952_00000_d_0000049.jpg,1,1,1,4,9,8,21
9999952_00000_d_0000050.jpg,1,1,1,2,13,2,17
9999952_00000_d_0000051.jpg,1,1,1,9,21,4,34
9999952_00000_d_0000052.jpg,1,1,1,5,25,5,35
9999952_00000_d_0000053.jpg,1,1,1,3,3,1,7
9999952_00000_d_0000054.jpg,1,1,1,2,1,3,6
9999952_00000_d_0000055.jpg,1,0,1,17,0,1,18
9999952_00000_d_0000056.jpg,1,1,0,23,3,0,26
9999952_00000_d_0000057.jpg,1,1,0,4,4,0,8
9999952_00000_d_0000058.jpg,1,1,0,43,2,0,45
9999952_00000_d_0000059.jpg,1,1,1,37,3,1,41
9999952_00000_d_0000060.jpg,1,1,0,14,3,0,17
9999952_00000_d_0000061.jpg,1,1,1,18,7,2,27
9999952_00000_d_0000062.jpg,1,1,0,37,2,0,39
9999952_00000_d_0000063.jpg,1,1,1,34,5,1,40
9999952_00000_d_0000064.jpg,1,1,1,15,4,3,22
